source,target,tgt_lng
Slightly Magic Roll,一點點重抽魔法,zh-TW
Slza bohyně,女神之淚,zh-TW
Small Grab Bag,小型禮包,zh-TW
Smoczy Szpon,龍之爪,zh-TW
Snajperzy,狙擊專家,zh-TW
Sniper,狙擊專家,zh-TW
Sniper Emblem,狙擊專家徽章,zh-TW
Sobrecarga Cognitiva,認知超載,zh-TW
Sobrecarga cognitiva,認知超載,zh-TW
Sobrecarga de Varas,魔杖湧流,zh-TW
Sobrecarga de cinturones,腰帶多多,zh-TW
Sobrecarga de espadas,刀劍湧流,zh-TW
Sobrecarga de varitas,魔杖湧流,zh-TW
Sobretudo Suspeito,可疑風衣,zh-TW
Sobrevivente,生存專家,zh-TW
Sobreviviente,生存專家,zh-TW
Sodronyozott mellény,鎖子甲,zh-TW
Soif-de-sang,嗜血者,zh-TW
Sojusznik Opiekuna,守望者之友,zh-TW
Sok Cappa,帽帽果汁,zh-TW
Soldi per il pranzo,午餐錢,zh-TW
Solo Leveling,獨自升等,zh-TW
Solo Plate,單人磐核,zh-TW
Solo Pétreo,單人磐核,zh-TW
Solo-Leveling,獨自升等,zh-TW
Solo-Steinpanzer,單人磐核,zh-TW
Solowa Płyta,單人磐核,zh-TW
Solul dezolant al lui Zeke,錫柯的悲鳴號角,zh-TW
Solul lui Zeke,錫柯的號角,zh-TW
Solzi sclipitori,微光龍鱗精粹,zh-TW
Sombrero Mortífero de Rabadon,死亡之帽,zh-TW
Sombrero mortal de Rabadon,死亡之帽,zh-TW
Sombreros Más Letales,致死之帽,zh-TW
Sombreros más mortales,致死之帽,zh-TW
Son Fısıltı,最後耳語,zh-TW
Sona,索娜,zh-TW
Sona Kalanlar,生存專家,zh-TW
Song Sát Tốc Hành,疾速雙殺,zh-TW
Song Vệ,雙生守衛,zh-TW
Song Đấu,神鬥士,zh-TW
Sonnenfeuer-Brett,日炎燎原,zh-TW
Sonnenfeuer-Umhang,日炎斗篷,zh-TW
Sonsuz Büyü,連續施法,zh-TW
Sonsuz Karanlık,幽冥煞星,zh-TW
Sonsuz Karanlık Amblemi,幽冥煞星徽章,zh-TW
Sonsuz Çaresizlik,無盡絕望,zh-TW
Sopa Fazlalığı,魔杖湧流,zh-TW
Sopa İşçisi,杖匠,zh-TW
Soraka csodatétele,索拉卡的奇蹟,zh-TW
Soraka áldása,索拉卡的祝福,zh-TW
Soraka'nın Lütfu,索拉卡的祝福,zh-TW
Soraka'nın Mucizesi,索拉卡的奇蹟,zh-TW
Soraka's Boon,索拉卡的祝福,zh-TW
Soraka's Miracle,索拉卡的奇蹟,zh-TW
Sorakas Segen,索拉卡的祝福,zh-TW
Sorakas Wunder,索拉卡的奇蹟,zh-TW
Soračin dar,索拉卡的祝福,zh-TW
Soračin zázrak,索拉卡的奇蹟,zh-TW
Sorsszövő,命運編織者,zh-TW
Sorte em Alta,鴻運當頭,zh-TW
Sorvadt ereklye,凋零聖物,zh-TW
Soubojový režim,極速快手模式,zh-TW
Soudce,仲裁者,zh-TW
Soul Awakening,魂力覺醒,zh-TW
Soustředěná palba,集中火力,zh-TW
Soustředěný horizont,視界專注,zh-TW
Soutien indéfectible,並肩作戰,zh-TW
Souvislé sesílání,連續施法,zh-TW
Sovraccarico cognitivo,認知超載,zh-TW
Spaccato di vita,循序漸進,zh-TW
Space Groove,太空律動,zh-TW
Space Groove Emblem,太空律動徽章,zh-TW
Spaczony Wampiryczny Kostur,詛咒吸血鬼權杖,zh-TW
Spada furiei lui Guinsoo,鬼索的狂暴之刃,zh-TW
Sparkonto,儲蓄帳戶,zh-TW
Sparring Gloves,格鬥手套,zh-TW
Spasitel,救世主,zh-TW
Spatola,鍋鏟,zh-TW
Spatula,鍋鏟,zh-TW
Spatule,鍋鏟,zh-TW
Spatulă,鍋鏟,zh-TW
Spear of Shojin,精進之矛,zh-TW
Specialista del finale,專打後期,zh-TW
Specialista na závěrečnou fázi,專打後期,zh-TW
Specialistul sfârșitului jocului,專打後期,zh-TW
Specjalista od Końcówki,專打後期,zh-TW
Specjalistyczny Hełm,適性神盔,zh-TW
Spectral Cutlass,鬼使彎刀,zh-TW
Spedizione,遠征,zh-TW
Speedy Double Kill,疾速雙殺,zh-TW
Speer von Shojin,精進之矛,zh-TW
Spektrales Entermesser,鬼使彎刀,zh-TW
Spektrum jegy,稜鏡票券,zh-TW
Spektrální vstupenka,稜鏡票券,zh-TW
Speranza perduta,智慧末刃,zh-TW
Spesa oculata,精打細算,zh-TW
Spezzatempo,時間破壞者,zh-TW
Spirit Visage,振奮盔甲,zh-TW
Spirit of Redemption,靈魂救贖,zh-TW
Spirito di redenzione,靈魂救贖,zh-TW
Spiritul izbăvirii,靈魂救贖,zh-TW
Splétaná magie,魔力編織,zh-TW
Splétač osudu,命運編織者,zh-TW
Společné objetí,大家來抱抱,zh-TW
Spořicí účet,儲蓄帳戶,zh-TW
Spreading Roots,荊棘蔓延,zh-TW
Spécialiste des fins de partie,專打後期,zh-TW
Spéculation,避險基金,zh-TW
Srdce z oceli,心之抗防,zh-TW
Stab des Erzengels,大天使之杖,zh-TW
Stabschmied,杖匠,zh-TW
Stabüberfluss,魔杖湧流,zh-TW
Staffsmith,杖匠,zh-TW
Stand United,並肩作戰,zh-TW
Stargazer,占星師,zh-TW
Stargazer Emblem,占星師徽章,zh-TW
Statikk Hançer,史提克彈簧刀,zh-TW
Statikk Shiv,史提克彈簧刀,zh-TW
Statikk töltőpengéje,史提克彈簧刀,zh-TW
Statikkova kudla,史提克彈簧刀,zh-TW
Statikks Stich,史提克彈簧刀,zh-TW
Stats à foison !,能力值大補包,zh-TW
Stavebnice společníků,打造夥伴,zh-TW
Stea întunecată,幽冥煞星,zh-TW
Steadfast Heart,堅定之心,zh-TW
Steinpanzer des Wasserspeiers,石像鬼磐核,zh-TW
Stella Oscura,幽冥煞星,zh-TW
Stellar Combo,星光連鎖,zh-TW
Stemma di Lightshield,光盾之紋,zh-TW
Stemmaguarda,皇冠守衛,zh-TW
Sterak kihívása,史特拉克手套,zh-TW
Sterak's Gage,史特拉克手套,zh-TW
Sterak'ın Güvencesi,史特拉克手套,zh-TW
Sterakova zástava,史特拉克手套,zh-TW
Steraks Pegel,史特拉克手套,zh-TW
Sterndeuter,占星師,zh-TW
Sterndeuter-Emblem,占星師徽章,zh-TW
Sternen-Kombo,星光連鎖,zh-TW
Sternenvernichter,幽冥煞星,zh-TW
Sternenvernichter-Emblem,幽冥煞星徽章,zh-TW
Stibitzen,盜取,zh-TW
Stopařčin chránič,探索者護腕,zh-TW
Storia di una rimonta,逆轉佳話,zh-TW
Strahlender Halunke,聖光無賴,zh-TW
Strateji Ustası Kalkanı,棋手之盾,zh-TW
Strateji Ustası Pelerini,棋手披風,zh-TW
Strateji Ustası Tacı,棋手皇冠,zh-TW
Strateji Ustasının Mutfağı,棋手廚房,zh-TW
Stratégie de ligne arrière,後排藍圖,zh-TW
Striker's Flail,打手連枷,zh-TW
Strom vlastností,特性神木,zh-TW
Strážná dvojice,雙生守衛,zh-TW
Studio paziente,耐心學習,zh-TW
Studiu diligent,耐心學習,zh-TW
Stwórz Sobie Kumpla,開局新手包,zh-TW
Stwórz Towarzysza,打造夥伴,zh-TW
Stínová loutka,影子木偶,zh-TW
Stürmerflegel,打手連枷,zh-TW
Stříbrná lžička,金湯匙,zh-TW
Stůjme při sobě,並肩作戰,zh-TW
Su tutti i fronti,斜槓英雄,zh-TW
Su verso il cielo,伸手摘星,zh-TW
Subscription Service,訂閱服務,zh-TW
Subskrypcja,訂閱服務,zh-TW
Suc Cappa,帽帽果汁,zh-TW
Succes critic,究極暴擊,zh-TW
Successo critico,究極暴擊,zh-TW
Succo Cappa,帽帽果汁,zh-TW
Sucesso Crítico,究極暴擊,zh-TW
Suco de Chapéu,帽帽果汁,zh-TW
Sugárzó csirkefogó,聖光無賴,zh-TW
Suhanó sutyerák,河蟹,zh-TW
Sunfire Board,日炎燎原,zh-TW
Sunfire Cape,日炎斗篷,zh-TW
Super sac de butin,大禮包,zh-TW
Superstite,生存專家,zh-TW
Superviviente,生存專家,zh-TW
Suppresseur doré,最大最小化,zh-TW
Supraviețuitor,生存專家,zh-TW
Supraîncărcare cognitivă,認知超載,zh-TW
Surcharge cognitive,認知超載,zh-TW
Surpriză nesurprinzătoare,預料中的意外,zh-TW
Survivant,生存專家,zh-TW
Survivor,生存專家,zh-TW
Suscripción de Lujo,訂購奢侈品,zh-TW
Suscripción de lujo,訂購奢侈品,zh-TW
Suspicious Trench Coat,可疑風衣,zh-TW
Sussurro fatale,最後耳語,zh-TW
Sute de atribute!,能力值大補包,zh-TW
Sweet Treats,美味甜點,zh-TW
Sword Overflow,刀劍湧流,zh-TW
Swordsmith,劍匠,zh-TW
Sympathetic Implant,共感植入,zh-TW
Szaleństwo Zakupów,買不手軟,zh-TW
Szczęśliwe Rękawice,好運手套,zh-TW
Szellemarc,振奮盔甲,zh-TW
Szerencsés kesztyű,好運手套,zh-TW
Szermierka Yasuo,犽宿的迅雷之技,zh-TW
Szerteágazó gyökerek,荊棘蔓延,zh-TW
Szeráf pálcája,熾天使之杖,zh-TW
Szimpatikus implantátum,共感植入,zh-TW
Szintlépés!,升級！,zh-TW
Szpatułka,鍋鏟,zh-TW
Szpon Ciemnego Typa,潛行者之爪,zh-TW
Szunnyadó kohó,潛在火爐,zh-TW
Szybkie Dwa Trupy,疾速雙殺,zh-TW
Száműzöttek I.,流亡孤軍,zh-TW
Szélhámos,私房錢,zh-TW
Szólójátékos,獨自升等,zh-TW
Születésnapi ajándék,生日禮物,zh-TW
Születésnapi találkozó,生日團聚,zh-TW
Sách Chọn Ấn,特性典籍,zh-TW
Sárkánykarom,龍之爪,zh-TW
Sát Thủ Khát Máu,無差別屠殺,zh-TW
Sát Thủ Đánh Thuê,契約殺手,zh-TW
Sét Cao Thế,高電壓,zh-TW
Síla artefaktů,力量鍛造,zh-TW
Sólový plát,單人磐核,zh-TW
Sólový postup,獨自升等,zh-TW
Sötét csillag,幽冥煞星,zh-TW
Sötét csillag embléma,幽冥煞星徽章,zh-TW
Sötét hölgy,闇翼魔女,zh-TW
Sükûnet Örtüsü,寂靜法衣,zh-TW
Süper Hızlı Micin,米普終端速度,zh-TW
Sürgünler,流亡孤軍,zh-TW
Süße Leckereien,美味甜點,zh-TW
Săbii fără număr,刀劍湧流,zh-TW
Săbii mai letale,更致命之刃,zh-TW
Săn Kho Báu,尋寶遊戲,zh-TW
Słodkie Przysmaki,美味甜點,zh-TW
Słoneczna Peleryna,日炎斗篷,zh-TW
Słoneczna Płyta,日炎燎原,zh-TW
Sơ Đồ Tuyến Sau,後排藍圖,zh-TW
Số 4 Hoàn Hảo,願四之力與你同在,zh-TW
Sống Vội,私房錢,zh-TW
TEK Kılıcı,暴風之劍,zh-TW
Tabla solară,日炎燎原,zh-TW
Tablero de Fuego Solar,日炎燎原,zh-TW
Tablero de fuego solar,日炎燎原,zh-TW
Tabuleiro de Fogo Solar,日炎燎原,zh-TW
Tactician's Cape,棋手披風,zh-TW
Tactician's Crown,棋手皇冠,zh-TW
Tactician's Kitchen,棋手廚房,zh-TW
Tactician's Shield,棋手之盾,zh-TW
Tahm Kench,貪啃奇,zh-TW
Taina întunericului,夜色緣界,zh-TW
Taktikerküche,棋手廚房,zh-TW
Taktikova koruna,棋手皇冠,zh-TW
Taktikova kuchyně,棋手廚房,zh-TW
Taktikus köpenye,棋手披風,zh-TW
Taktikus pajzsa,棋手之盾,zh-TW
Taktikusok konyhája,棋手廚房,zh-TW
Taktikův plášť,棋手披風,zh-TW
Taktikův štít,棋手之盾,zh-TW
Takviye Paketi,強化包,zh-TW
Takım Çalışması,人多好辦事,zh-TW
Talisman Of Ascension,昇華護符,zh-TW
Talisman de l'ascension,昇華護符,zh-TW
Talismano dell'ascensione,昇華護符,zh-TW
Talismanul ascensiunii,昇華護符,zh-TW
Talismán de Ascensión,昇華護符,zh-TW
Talismã da Ascensão,昇華護符,zh-TW
Talizman Wstąpienia,昇華護符,zh-TW
Talon,塔隆,zh-TW
Találd meg önmagad,中堅自強,zh-TW
Tam Donanımlı,打造夥伴,zh-TW
Tam Teşekküllü,開局新手包,zh-TW
Tana del Barone,巴龍巢穴,zh-TW
Tancuri la xerox,坦度雙倍,zh-TW
Tandemová fronta,雙排,zh-TW
Tanks jumeaux,坦度雙倍,zh-TW
Tanque em Dobro,坦度雙倍,zh-TW
Tanrıça'nın Gözyaşı,女神之淚,zh-TW
Tanışma Toplantısı,就差你一個,zh-TW
Tarcza Taktyka,棋手之盾,zh-TW
Tare ca fierul,鋼鐵素材,zh-TW
Target-Lock Optics,目標鎖定光學,zh-TW
Tartalékíjak,備用弓箭,zh-TW
Tartsd a frontot,堅守前線,zh-TW
Tatlı Atıştırmalıklar,美味甜點,zh-TW
Taxa Cognitiva,智商稅,zh-TW
Taxe cognitive,智商稅,zh-TW
Taze Kan,招兵買馬,zh-TW
Taşınabilir Ocak,攜帶型打鐵舖,zh-TW
Te simți norocos,鴻運當頭,zh-TW
Team Building,建立團隊,zh-TW
Team building,建立團隊,zh-TW
Teambildung,建立團隊,zh-TW
Teambuilding,建立團隊,zh-TW
Teaming Up,人多好辦事,zh-TW
Tear of the Goddess,女神之淚,zh-TW
Tecelã do Destino,命運編織者,zh-TW
Tecendo Magia,魔力編織,zh-TW
Teemo,提摩,zh-TW
Teilaufstieg,不完全飛昇,zh-TW
Tejedestinos,命運編織者,zh-TW
Tekrar Dene,重新開始任務,zh-TW
Tela magica,魔力編織,zh-TW
Temná hvězda,幽冥煞星,zh-TW
Temná paní,闇翼魔女,zh-TW
Tempesta di Luden,盧登驟雨,zh-TW
Tempestad de Luden,盧登驟雨,zh-TW
Tempête de Luden,盧登驟雨,zh-TW
Tenete la posizione,堅守前線,zh-TW
Tenir le front,堅守前線,zh-TW
Tentative de comeback,逆轉佳話,zh-TW
Ter-Meep-nale Geschwindigkeit,米普終端速度,zh-TW
Termeepnal Velocity,米普終端速度,zh-TW
Termipnální rychlost,米普終端速度,zh-TW
Terquedad,不偵察不換陣容,zh-TW
Terrore dei lich,巫妖之禍,zh-TW
Tesori sepolti,地底寶藏,zh-TW
Tesoros Enterrados,地底寶藏,zh-TW
Tesoros enterrados,地底寶藏,zh-TW
Tesouros Enterrados,地底寶藏,zh-TW
Tessifato,命運編織者,zh-TW
Testőrképzés,保鑣訓練,zh-TW
Tetro araldo di Zeke,錫柯的悲鳴號角,zh-TW
Tezbıçak,閃刃,zh-TW
Thanh Lý Toàn Bộ,跳樓大拍賣,zh-TW
Thanh Âm Chữa Lành,治癒回音,zh-TW
The Big Bang,大霹靂星系,zh-TW
The Golden Dragon,黃金巨龍,zh-TW
The Golden Egg,黃金蛋,zh-TW
The Indomitable,不屈鬥魂,zh-TW
The Mighty Mech,超能機甲,zh-TW
The Tower,防禦高塔,zh-TW
The Trait Tree,特性神木,zh-TW
Thief's Gloves,竊賊手套,zh-TW
Thresh lámpása,瑟雷西的燈籠,zh-TW
Thresh áldása,瑟雷西的祝福,zh-TW
Thresh'in Feneri,瑟雷西的燈籠,zh-TW
Thresh'in Lütfu,瑟雷西的祝福,zh-TW
Thresh's Boon,瑟雷西的祝福,zh-TW
Thresh's Lantern,瑟雷西的燈籠,zh-TW
Threshova lucerna,瑟雷西的燈籠,zh-TW
Threshs Laterne,瑟雷西的燈籠,zh-TW
Threshs Segen,瑟雷西的祝福,zh-TW
Threshův dar,瑟雷西的祝福,zh-TW
Thua Có Tính Toán,這次戰敗也在計算之中,zh-TW
Thuế Nhận Thức,智商稅,zh-TW
Thách Đấu,極速快手,zh-TW
Thép Mạ Vàng,不破金鋼,zh-TW
Thích Mở Rộng,長久之計,zh-TW
Thông Thoáng,思緒清晰,zh-TW
Thông Đạo Zz'rot,虛空之門,zh-TW
Thú Tượng Thạch Giáp,石像鬼磐核,zh-TW
Thăng Hoa,飛昇,zh-TW
Thăng Hoa Của Kayle,凱爾的讚頌,zh-TW
Thăng Hoa Rực Rỡ Của Kayle,凱爾的聖光讚頌,zh-TW
Thăng Tiến Cuối Trận,大器晚成,zh-TW
Thần Ban Phước,神寵者,zh-TW
Thần Phán,仲裁者,zh-TW
Thịnh Nộ Thủy Quái,海妖之怒,zh-TW
Thời Không,時間破壞者,zh-TW
Thợ Rèn Gậy,杖匠,zh-TW
Thợ Rèn Kiếm,劍匠,zh-TW
Thợ Săn Vũ Trụ,銀河獵手,zh-TW
Thức Tỉnh Linh Hồn,魂力覺醒,zh-TW
Ti senti fortunato?,鴻運當頭,zh-TW
Ticaret Bölgesi,交易之星,zh-TW
Ticaretin Özü,貿易核心,zh-TW
Ticket prismatique,稜鏡票券,zh-TW
Tiercé,三連勝I,zh-TW
Tigaia de aur,平底鍋,zh-TW
Tiltott bálvány,禁忌之像,zh-TW
Timebreaker,時間破壞者,zh-TW
Timebreaker Emblem,時間破壞者徽章,zh-TW
Tinh Linh Chuông,米普星人,zh-TW
Tinh Túy Kim Long,微光龍鱗精粹,zh-TW
Tiniest Titan,迷你小英雄,zh-TW
Tiny Titans,小小大英雄,zh-TW
"Tiny, but Deadly",致命豆丁,zh-TW
Tirada Ligeramente Mágica,一點點重抽魔法,zh-TW
Tirada Mágica,魔法擲骰,zh-TW
Tiro lievemente magico,一點點重抽魔法,zh-TW
Tiro porque me toca,抽好抽滿I,zh-TW
Tisse-destin,命運編織者,zh-TW
Tiszta elme,思緒清晰,zh-TW
Titan micuț,迷你小英雄,zh-TW
Titan's Resolve,泰坦的決意,zh-TW
Titanes Diminutos,小小大英雄,zh-TW
Titanic Hydra,泰坦九頭蛇,zh-TW
Titanische Hydra,泰坦九頭蛇,zh-TW
Titano minuscolo,迷你小英雄,zh-TW
Titanın Azmi,泰坦的決意,zh-TW
Titánhidra,泰坦九頭蛇,zh-TW
Titánská hydra,泰坦九頭蛇,zh-TW
Titánské odhodlání,泰坦的決意,zh-TW
Tiên Phong,先鋒戰士,zh-TW
Tiên Tri,神諭,zh-TW
Tiêu Dùng Thông Minh,精打細算,zh-TW
Tiếp Tế Trang Bị,道具組合包I,zh-TW
Tiền Tuyến Vững Chãi,陣容,zh-TW
Tiền Vệ Trung Tâm,中堅自強,zh-TW
Tiền Ăn Trưa,午餐錢,zh-TW
Tiệc Tùng,派對咖,zh-TW
Tkacze Losu,命運編織者,zh-TW
Tkanie Czarów,魔力編織,zh-TW
Tlupa zlodějů,神偷軍團,zh-TW
Tlupa zlodějů II,神偷軍團 II,zh-TW
To Lớn & Mạnh Mẽ,巨大強悍,zh-TW
Todo para mí,嘟嘟好,zh-TW
Toiag uriaș,巨型魔棒,zh-TW
Toiagul arhanghelului,大天使之杖,zh-TW
Toiege fără număr,魔杖湧流,zh-TW
Tolvajkesztyű,竊賊手套,zh-TW
Tolvajok bandája,神偷軍團,zh-TW
Tolvajok bandája II,神偷軍團 II,zh-TW
Tome des emblèmes,特性典籍,zh-TW
Tome of Trait,特性典籍,zh-TW
Tome of Traits,特性典籍,zh-TW
Tomo das Características,特性典籍,zh-TW
Tomo de Rasgos,特性典籍,zh-TW
Tomo de atributos,特性典籍,zh-TW
Tomo dei tratti,特性典籍,zh-TW
Tomul caracteristicilor,特性典籍,zh-TW
Toneladas de Atributos!,能力值大補包,zh-TW
Tonlarca Nitelik!,能力值大補包,zh-TW
Tonnenweise Werte!,能力值大補包,zh-TW
Tonnányi statisztika!,能力值大補包,zh-TW
Tons of Stats!,能力值大補包,zh-TW
Tony Statystyk!,能力值大補包,zh-TW
Torba z Przedmiotami,道具組合包I,zh-TW
Torba z Przedmiotami Urfa,阿福大禮包,zh-TW
Tormenta de Luden,盧登驟雨,zh-TW
Tot sunt buni la ceva,死得有價值I,zh-TW
Touche-à-tout,怪咖集合,zh-TW
Tout doit disparaître,砸起來,zh-TW
Toàn Thắng,脫穎而出,zh-TW
Toán Cướp,劫掠者,zh-TW
Trabajo en Equipo,建立團隊,zh-TW
Trabalho em Equipe,建立團隊,zh-TW
Trade Sector,交易之星,zh-TW
Tragbare Schmiede,攜帶型打鐵舖,zh-TW
Training Dummy,訓練假人,zh-TW
Trang Bị Pandora,潘朵拉的道具,zh-TW
Transfer de încărcare,電荷轉移,zh-TW
Transferencia de Carga,電荷轉移,zh-TW
Transferencia de carga,電荷轉移,zh-TW
Transfert,電荷轉移,zh-TW
Transferência de Carga,電荷轉移,zh-TW
Transformação em Boneco,鈍化,zh-TW
Trasferimento carica,電荷轉移,zh-TW
Treasure Hunt,尋寶遊戲,zh-TW
Treinamento de Guarda-costas,保鑣訓練,zh-TW
Tremblelames,閃刃,zh-TW
Trench-coat suspect,可疑風衣,zh-TW
Trenci suspect,可疑風衣,zh-TW
Trening Ochroniarza,保鑣訓練,zh-TW
Trepador Social,向上流動,zh-TW
Trezirea sufletului,魂力覺醒,zh-TW
Tributo cognitivo,智商稅,zh-TW
Trifecta,三連勝I,zh-TW
Trinca,三連勝I,zh-TW
Triomphe,拳擊選手,zh-TW
Triplete,三連勝I,zh-TW
Tripletta,三連勝I,zh-TW
Triplu avantaj,三連勝I,zh-TW
Triệu Gọi Hỗn Mang,混沌召喚,zh-TW
Triệu Hồi Bất Tận,連續施法,zh-TW
Troca Sem Fim,抽好抽滿I,zh-TW
Trojice,三連勝I,zh-TW
Trova il tuo centro,中堅自強,zh-TW
Trpělivost je ctnost,耐心是美德,zh-TW
Trpělivé studium,耐心學習,zh-TW
Truffatore,私房錢,zh-TW
Trung Tâm Thương Mại,貿易核心,zh-TW
Tryb Pretendenta,極速快手模式,zh-TW
Tryb Przekaźnika,降靈師模式,zh-TW
Tryb Replikatora,復刻師模式,zh-TW
Trzask-Prask,砸起來,zh-TW
Trzymać Szyk,堅守前線,zh-TW
Trái Tim Kiên Định,堅定之心,zh-TW
Trái Tim Sắt Đá,心之抗防,zh-TW
Träne der Göttin,女神之淚,zh-TW
Tréninkové rukavice,格鬥手套,zh-TW
Trésors enfouis,地底寶藏,zh-TW
Trên Đà Phát Triển,鴻運當頭,zh-TW
Trí Tuệ Siêu Công Nghệ,模控機械上鏈,zh-TW
Trượng Hư Vô,虛空之杖,zh-TW
Trượng Đại Thiên Sứ,熾天使之杖,zh-TW
Trực Giác Của Evelynn,伊芙琳的本能,zh-TW
Tuch der Stille,寂靜法衣,zh-TW
Tueur de géants,巨人殺手,zh-TW
Tueur impitoyable,無差別屠殺,zh-TW
Tueur à gages,契約殺手,zh-TW
Tugend des Märtyrers,烈士美德,zh-TW
Tun-mitralieră,衝擊火炮,zh-TW
Turnul,防禦高塔,zh-TW
Tuyển Nhân Sự,招兵買馬,zh-TW
Twin Guardian,雙生守衛,zh-TW
Twin Guardians,雙生守衛,zh-TW
Twisted Fate,逆命,zh-TW
Two Much Value,價值爆棚,zh-TW
Two Tanky,坦度雙倍,zh-TW
Tworzenie Drużyny,建立團隊,zh-TW
Twórcze Tworzenie,精心製作,zh-TW
Typologie,強力投入,zh-TW
Tài Khoản Tiết Kiệm,儲蓄帳戶,zh-TW
Tái Khởi Động Nhiệm Vụ,重新開始任務,zh-TW
Tái Lập Vũ Trụ,宇宙重啟,zh-TW
Tápláld a tüzet,熊熊火勢,zh-TW
Tíha koruny,沉重王冠,zh-TW
Tín Đồ Mua Sắm,買不手軟,zh-TW
Tòa Tháp,防禦高塔,zh-TW
Tôi Luyện Sức Mạnh,力量鍛造,zh-TW
Tôi Thăng Cấp Một Mình,獨自升等,zh-TW
Tödlichere Hauben,致死之帽,zh-TW
Tödlichere Klingen,更致命之刃,zh-TW
Töltésátvitel I.,電荷轉移,zh-TW
Törj a csillagok felé,伸手摘星,zh-TW
Törékeny tüzér I.,玻璃大砲I,zh-TW
Törésteszt bábuk,碰撞測試,zh-TW
Tú Pégales,嘟嘟好,zh-TW
Túi Đồ Cỡ Nhỏ,小型禮包,zh-TW
Túi Đồ Cỡ Đại,大禮包,zh-TW
Túi Đồ Siêu Hùng,英雄禮包,zh-TW
Túi Đồ Urf,阿福大禮包,zh-TW
Túlvilági szablya,鬼使彎刀,zh-TW
Túlélő,生存專家,zh-TW
Türelem rózsát terem,耐心是美德,zh-TW
Türelmes tanuló,耐心學習,zh-TW
Tăișuri sclipitoare,閃刃,zh-TW
Tăng Trưởng Bùng Nổ,爆炸性成長,zh-TW
Tırmanışa Devam,攀升之階I,zh-TW
Tất Tay Bậc Đồng,銅級之命II,zh-TW
Tập Chịu Đòn,拳擊訓練,zh-TW
Tập Trung Hỏa Lực,集中火力,zh-TW
Tối Tân,再造神兵,zh-TW
Tối Đa Hóa,最大最小化,zh-TW
Tộc Thượng Cổ,遠古霸者,zh-TW
Tụ Bão Zeke,錫柯的號角,zh-TW
Tụ Điện,電光反擊,zh-TW
Tứ Phương Tiếp Viện,四重援軍,zh-TW
Tự Lập Đội,開局新手包,zh-TW
U Sầu,厄運使者,zh-TW
U. R. F.,阿福快打,zh-TW
U.R.F,阿福快打,zh-TW
U.R.F.,阿福快打,zh-TW
URF,阿福快打,zh-TW
Uccisore di giganti,巨人殺手,zh-TW
Uccisore indiscriminato,無差別屠殺,zh-TW
Ucigaș fără discriminare,無差別屠殺,zh-TW
Ucigaș plătit,契約殺手,zh-TW
Ufak Çekiliş,小型禮包,zh-TW
Ufukgetiren,視界專注,zh-TW
Uhrwerk-Beschleuniger,發條加速器,zh-TW
Ulepszona Moc,增幅之力,zh-TW
Ultima șoaptă,最後耳語,zh-TW
Uluların Tılsımı,昇華護符,zh-TW
Ulvi Düellocu,神鬥士,zh-TW
Ulvi Ocak,神聖熔爐,zh-TW
Um Dois Três,一二三,zh-TW
"Um, Dois, Cinco!",一、二、五！,zh-TW
Umhang des Taktikers,棋手披風,zh-TW
"Un buff, două buff-uri",一個Buff，兩個Buff,zh-TW
"Un buff, due buff",一個Buff，兩個Buff,zh-TW
Un due tre,一二三,zh-TW
Un mismo ser,鏡像人格,zh-TW
Un mismo ser inferior,初級鏡像人格,zh-TW
Un tiro magico,魔法擲骰,zh-TW
Un'avventura gloriosa,非凡冒險,zh-TW
"Un, deux, trois",一二三,zh-TW
Una Aventura Eminente,非凡冒險,zh-TW
"Una Mejora, Dos Mejoras",一個Buff，兩個Buff,zh-TW
Una aventura repleta de exaltación,非凡冒險,zh-TW
Una lágrima en la arena,淚如泉湧,zh-TW
"Una mejora, dos mejoras...",一個Buff，兩個Buff,zh-TW
"Unde-s 2 stele, puterea crește",四重援軍,zh-TW
Une aventure exaltante,非凡冒險,zh-TW
Unending Despair,無盡絕望,zh-TW
Unerschütterliches Herz,堅定之心,zh-TW
Unidos,並肩作戰,zh-TW
Unire în luptă,並肩作戰,zh-TW
Uniti nelle difficoltà,並肩作戰,zh-TW
"Uno, Dos, Tres",一二三,zh-TW
"Uno, dos, tres...",一二三,zh-TW
"Uno, dos, ¡cinco!",一、二、五！,zh-TW
"Uno, dos... ¡cinco!",一、二、五！,zh-TW
"Uno, due, cinque!",一、二、五！,zh-TW
"Unu, doi, cinci!",一、二、五！,zh-TW
"Unu, doi, trei",一二三,zh-TW
Unübertreffliche Schmiede,神聖熔爐,zh-TW
Upando Solo,獨自升等,zh-TW
Upward Mobility,向上流動,zh-TW
Upírská vitalita,吸血活力,zh-TW
Urf Hamlesi,阿福奇兵,zh-TW
Urf játszmája,阿福奇兵,zh-TW
Urf zsákbamacskája,阿福大禮包,zh-TW
Urf's Gambit,阿福奇兵,zh-TW
Urf's Grab Bag,阿福大禮包,zh-TW
Urf'ün Çekilişi,阿福大禮包,zh-TW
Urfova dárková taška,阿福大禮包,zh-TW
Urfs Gambit,阿福奇兵,zh-TW
Urfs Wundertüte,阿福大禮包,zh-TW
Urfův gambit,阿福奇兵,zh-TW
Urgia de pe lume,巫妖之禍,zh-TW
Urgot,烏爾加特,zh-TW
Utazó,星際旅人,zh-TW
